opponent, outcome, home/away, tourn, team1
Kennesaw St., W, A, 0,Florida Gulf Coast
Lipscomb, L, A, 0,Florida Gulf Coast
Jacksonville, L, H, 0,Florida Gulf Coast
North Florida, L, A, 0,Florida Gulf Coast
Jacksonville, L, A, 0,Florida Gulf Coast
North Florida, W, H, 0,Florida Gulf Coast
USC Upstate, W, A, 0,Florida Gulf Coast
NJIT, L, A, 0,Florida Gulf Coast
Lipscomb, W, H, 0,Florida Gulf Coast
Kennesaw St., W, H, 0,Florida Gulf Coast
Stetson, L, A, 0,Florida Gulf Coast
Kennesaw St., W, H, 1,Florida Gulf Coast
North Florida, W, A, 1,Florida Gulf Coast
Stetson, W, H, 1,Florida Gulf Coast
Fairleigh Dickinson, W, N, 2,Florida Gulf Coast
North Carolina, L, A, 2,Florida Gulf Coast
Middle Tennessee, W, H, 0,Murray St.
Georgia, L, A, 0,Murray St.
Milwaukee, W, N, 0,Murray St.
Pepperdine, W, N, 0,Murray St.
Weber St., L, N, 0,Murray St.
Alabama A&M, W, H, 0,Murray St.
Houston, L, A, 0,Murray St.
Evansville, L, H, 0,Murray St.
Illinois St., L, A, 0,Murray St.
Southern Illinois, L, H, 0,Murray St.
Wright St., L, A, 0,Murray St.
Morehead St., W, H, 0,Murray St.
Tennessee Tech, L, H, 0,Murray St.
Jacksonville St., W, H, 0,Murray St.
Belmont, L, A, 0,Murray St.
Tennessee St., L, A, 0,Murray St.
Eastern Illinois, W, H, 0,Murray St.
SIU Edwardsville, W, H, 0,Murray St.
Eastern Kentucky, W, A, 0,Murray St.
Tennessee Martin, L, A, 0,Murray St.
Southeast Missouri St., W, A, 0,Murray St.
Austin Peay, L, H, 0,Murray St.
SIU Edwardsville, W, A, 0,Murray St.
Southeast Missouri St., W, H, 0,Murray St.
Austin Peay, W, A, 0,Murray St.
Eastern Illinois, L, A, 0,Murray St.
Tennessee Martin, W, H, 0,Murray St.
Eastern Illinois, W, N, 1,Murray St.
Morehead St., L, N, 1,Murray St.
Loyola MD, W, A, 0,Tennessee St.
Ohio, L, A, 0,Tennessee St.
Middle Tennessee, L, H, 0,Tennessee St.
Kennesaw St., W, A, 0,Tennessee St.
Stetson, W, H, 0,Tennessee St.
Grambling St., W, N, 0,Tennessee St.
Stetson, W, A, 0,Tennessee St.
Lipscomb, W, H, 0,Tennessee St.
Alcorn St., W, N, 0,Tennessee St.
Illinois St., L, A, 0,Tennessee St.
Tennessee, L, A, 0,Tennessee St.
Southeast Missouri St., W, A, 0,Tennessee St.
Eastern Illinois, W, A, 0,Tennessee St.
SIU Edwardsville, W, H, 0,Tennessee St.
Austin Peay, W, H, 0,Tennessee St.
Murray St., W, H, 0,Tennessee St.
Belmont, L, A, 0,Tennessee St.
Tennessee Tech, L, A, 0,Tennessee St.
Jacksonville St., W, A, 0,Tennessee St.
Eastern Kentucky, L, H, 0,Tennessee St.
Morehead St., W, H, 0,Tennessee St.
Tennessee Tech, W, H, 0,Tennessee St.
Eastern Kentucky, W, A, 0,Tennessee St.
Morehead St., L, A, 0,Tennessee St.
Jacksonville St., W, H, 0,Tennessee St.
Tennessee Martin, L, A, 0,Tennessee St.
Belmont, W, H, 0,Tennessee St.
Austin Peay, L, H, 1,Tennessee St.
Ball St., L, H, 1,Tennessee St.
Cal St. Northridge, W, H, 0,Northern Illinois
South Dakota, W, H, 0,Northern Illinois
Wright St., W, H, 0,Northern Illinois
Idaho, W, A, 0,Northern Illinois
Chicago St., W, H, 0,Northern Illinois
Missouri, L, A, 0,Northern Illinois
Ohio St., L, A, 0,Northern Illinois
FIU, W, H, 0,Northern Illinois
Illinois Chicago, W, A, 0,Northern Illinois
Ohio, W, H, 0,Northern Illinois
Eastern Michigan, W, H, 0,Northern Illinois
Toledo, W, A, 0,Northern Illinois
Western Michigan, L, A, 0,Northern Illinois
Central Michigan, W, H, 0,Northern Illinois
Toledo, W, H, 0,Northern Illinois
Akron, L, A, 0,Northern Illinois
Miami OH, L, A, 0,Northern Illinois
Buffalo, L, H, 0,Northern Illinois
Ohio, L, A, 0,Northern Illinois
Kent St., L, A, 0,Northern Illinois
Akron, W, H, 0,Northern Illinois
Bowling Green, W, H, 0,Northern Illinois
Ball St., L, A, 0,Northern Illinois
Central Michigan, L, A, 0,Northern Illinois
Western Michigan, W, H, 0,Northern Illinois
Eastern Michigan, L, A, 0,Northern Illinois
Ball St., W, H, 0,Northern Illinois
Western Michigan, W, H, 1,Northern Illinois
Ohio, L, N, 1,Northern Illinois
UC Santa Barbara, L, N, 1,Northern Illinois
Indiana St., L, A, 0,Wyoming
Montana St., L, N, 0,Wyoming
Cal St. Bakersfield, W, H, 0,Wyoming
Montana St., W, H, 0,Wyoming
Denver, W, A, 0,Wyoming
California, L, H, 0,Wyoming
Southern, L, H, 0,Wyoming
New Mexico St., W, A, 0,Wyoming
Nebraska Omaha, W, H, 0,Wyoming
Marshall, L, N, 0,Wyoming
Houston, L, N, 0,Wyoming
San Diego St., L, A, 0,Wyoming
Nevada, L, A, 0,Wyoming
Air Force, W, H, 0,Wyoming
UNLV, W, H, 0,Wyoming
San Jose St., L, A, 0,Wyoming
New Mexico, W, A, 0,Wyoming
Nevada, L, H, 0,Wyoming
Boise St., L, H, 0,Wyoming
Fresno St., L, A, 0,Wyoming
Colorado St., W, H, 0,Wyoming
Air Force, L, A, 0,Wyoming
Utah St., W, H, 0,Wyoming
Boise St., L, A, 0,Wyoming
Fresno St., L, H, 0,Wyoming
Colorado St., W, A, 0,Wyoming
San Diego St., L, H, 0,Wyoming
UNLV, L, A, 0,Wyoming
San Jose St., W, H, 0,Wyoming
Utah St., L, N, 1,Wyoming
Howard, W, H, 0,Massachusetts
Harvard, W, A, 0,Massachusetts
Central Arkansas, W, H, 0,Massachusetts
Clemson, W, N, 0,Massachusetts
Creighton, L, N, 0,Massachusetts
Boston University, W, H, 0,Massachusetts
Mississippi, L, H, 0,Massachusetts
UCF, L, A, 0,Massachusetts
Florida Gulf Coast, L, A, 0,Massachusetts
New Orleans, W, H, 0,Massachusetts
Providence, L, H, 0,Massachusetts
LIU Brooklyn, W, H, 0,Massachusetts
La Salle, W, A, 0,Massachusetts
Dayton, L, A, 0,Massachusetts
St. Bonaventure, L, H, 0,Massachusetts
George Washington, L, H, 0,Massachusetts
Davidson, L, A, 0,Massachusetts
Saint Louis, L, H, 0,Massachusetts
Saint Joseph's, L, A, 0,Massachusetts
Fordham, L, H, 0,Massachusetts
Rhode Island, W, H, 0,Massachusetts
Richmond, L, A, 0,Massachusetts
VCU, W, H, 0,Massachusetts
Duquesne, W, A, 0,Massachusetts
Fordham, L, A, 0,Massachusetts
George Mason, W, H, 0,Massachusetts
Saint Joseph's, L, H, 0,Massachusetts
St. Bonaventure, L, A, 0,Massachusetts
Rhode Island, L, A, 0,Massachusetts
La Salle, W, H, 0,Massachusetts
Rhode Island, W, N, 1,Massachusetts
VCU, L, N, 1,Massachusetts
IUPUI, L, H, 0,Indiana St.
Wyoming, W, H, 0,Indiana St.
Norfolk St., W, N, 0,Indiana St.
Tulsa, L, N, 0,Indiana St.
Hofstra, W, N, 0,Indiana St.
Eastern Illinois, L, A, 0,Indiana St.
Butler, L, A, 0,Indiana St.
Valparaiso, L, H, 0,Indiana St.
Western Kentucky, L, A, 0,Indiana St.
Saint Louis, W, A, 0,Indiana St.
Ball St., W, H, 0,Indiana St.
Evansville, L, A, 0,Indiana St.
Loyola Chicago, W, H, 0,Indiana St.
Drake, W, A, 0,Indiana St.
Illinois St., W, H, 0,Indiana St.
Northern Iowa, W, H, 0,Indiana St.
Wichita St., L, A, 0,Indiana St.
Southern Illinois, L, A, 0,Indiana St.
Evansville, W, H, 0,Indiana St.
Missouri St., W, H, 0,Indiana St.
Loyola Chicago, L, A, 0,Indiana St.
Drake, W, H, 0,Indiana St.
Bradley, L, A, 0,Indiana St.
Southern Illinois, L, H, 0,Indiana St.
Missouri St., L, A, 0,Indiana St.
Illinois St., L, A, 0,Indiana St.
Wichita St., L, H, 0,Indiana St.
Northern Iowa, L, A, 0,Indiana St.
Bradley, W, H, 0,Indiana St.
Illinois St., W, N, 1,Indiana St.
Evansville, L, N, 1,Indiana St.
Belmont, L, A, 0,Western Kentucky
Stony Brook, W, H, 0,Western Kentucky
Drake, L, N, 0,Western Kentucky
Central Michigan, W, N, 0,Western Kentucky
Duquesne, L, N, 0,Western Kentucky
Eastern Kentucky, W, H, 0,Western Kentucky
Xavier, L, A, 0,Western Kentucky
Indiana St., W, H, 0,Western Kentucky
Alabama A&M, W, H, 0,Western Kentucky
Louisville, L, A, 0,Western Kentucky
Detroit, W, H, 0,Western Kentucky
Marshall, L, A, 0,Western Kentucky
FIU, L, H, 0,Western Kentucky
Florida Atlantic, W, H, 0,Western Kentucky
Rice, L, A, 0,Western Kentucky
North Texas, W, A, 0,Western Kentucky
Old Dominion, L, A, 0,Western Kentucky
Charlotte, L, A, 0,Western Kentucky
UAB, W, H, 0,Western Kentucky
Middle Tennessee, L, H, 0,Western Kentucky
UTSA, W, A, 0,Western Kentucky
UTEP, L, A, 0,Western Kentucky
Marshall, L, H, 0,Western Kentucky
Old Dominion, L, H, 0,Western Kentucky
Charlotte, W, H, 0,Western Kentucky
Middle Tennessee, W, A, 0,Western Kentucky
UAB, L, A, 0,Western Kentucky
Southern Miss, W, H, 0,Western Kentucky
Louisiana Tech, W, H, 0,Western Kentucky
North Texas, W, N, 1,Western Kentucky
UAB, W, A, 1,Western Kentucky
Old Dominion, L, N, 1,Western Kentucky
Texas A&M, L, A, 0,Texas A&M Corpus Chris
Texas, L, A, 0,Texas A&M Corpus Chris
Furman, W, N, 0,Texas A&M Corpus Chris
Elon, W, A, 0,Texas A&M Corpus Chris
Austin Peay, W, H, 0,Texas A&M Corpus Chris
Texas St., W, H, 0,Texas A&M Corpus Chris
UTSA, W, A, 0,Texas A&M Corpus Chris
Wisconsin, L, A, 0,Texas A&M Corpus Chris
Cal Poly, W, H, 0,Texas A&M Corpus Chris
Austin Peay, W, A, 0,Texas A&M Corpus Chris
Central Arkansas, W, H, 0,Texas A&M Corpus Chris
McNeese St., W, A, 0,Texas A&M Corpus Chris
Lamar, W, A, 0,Texas A&M Corpus Chris
Nicholls St., W, H, 0,Texas A&M Corpus Chris
Northwestern St., W, A, 0,Texas A&M Corpus Chris
New Orleans, W, H, 0,Texas A&M Corpus Chris
Southeastern Louisiana, W, H, 0,Texas A&M Corpus Chris
Stephen F. Austin, L, H, 0,Texas A&M Corpus Chris
Incarnate Word, L, A, 0,Texas A&M Corpus Chris
Sam Houston St., W, H, 0,Texas A&M Corpus Chris
Houston Baptist, W, H, 0,Texas A&M Corpus Chris
Stephen F. Austin, L, A, 0,Texas A&M Corpus Chris
New Orleans, W, A, 0,Texas A&M Corpus Chris
Incarnate Word, W, H, 0,Texas A&M Corpus Chris
Abilene Christian, W, H, 0,Texas A&M Corpus Chris
Sam Houston St., W, A, 0,Texas A&M Corpus Chris
Houston Baptist, W, A, 0,Texas A&M Corpus Chris
Abilene Christian, W, A, 0,Texas A&M Corpus Chris
Sam Houston St., W, N, 1,Texas A&M Corpus Chris
Stephen F. Austin, L, N, 1,Texas A&M Corpus Chris
Louisiana Lafayette, L, A, 1,Texas A&M Corpus Chris
Providence, L, A, 0,Harvard
Massachusetts, L, H, 0,Harvard
Boston College, L, A, 0,Harvard
Bryant, W, H, 0,Harvard
Holy Cross, L, A, 0,Harvard
Northeastern, L, A, 0,Harvard
Kansas, L, A, 0,Harvard
Boston University, W, A, 0,Harvard
BYU, W, N, 0,Harvard
Auburn, W, N, 0,Harvard
Oklahoma, L, N, 0,Harvard
Wofford, W, H, 0,Harvard
Vermont, L, H, 0,Harvard
Dartmouth, W, H, 0,Harvard
Howard, W, A, 0,Harvard
Dartmouth, L, A, 0,Harvard
Cornell, L, H, 0,Harvard
Columbia, L, H, 0,Harvard
Princeton, L, A, 0,Harvard
Penn, L, A, 0,Harvard
Brown, W, H, 0,Harvard
Yale, L, H, 0,Harvard
Columbia, L, A, 0,Harvard
Cornell, W, A, 0,Harvard
Yale, L, A, 0,Harvard
Brown, W, A, 0,Harvard
Princeton, W, H, 0,Harvard
Penn, W, H, 0,Harvard
Wake Forest, L, H, 0,Bucknell
Robert Morris, W, A, 0,Bucknell
Manhattan, W, A, 0,Bucknell
Siena, L, H, 0,Bucknell
Penn St., L, A, 0,Bucknell
Columbia, L, H, 0,Bucknell
North Carolina St., L, A, 0,Bucknell
Mount St. Mary's, L, A, 0,Bucknell
Princeton, L, A, 0,Bucknell
Fairfield, L, H, 0,Bucknell
Navy, W, H, 0,Bucknell
Army, W, A, 0,Bucknell
American, W, H, 0,Bucknell
Holy Cross, W, H, 0,Bucknell
Lehigh, W, A, 0,Bucknell
Colgate, L, H, 0,Bucknell
Loyola MD, W, A, 0,Bucknell
Boston University, W, A, 0,Bucknell
Lafayette, W, H, 0,Bucknell
Army, W, H, 0,Bucknell
American, L, A, 0,Bucknell
Holy Cross, W, A, 0,Bucknell
Lehigh, L, H, 0,Bucknell
Colgate, L, A, 0,Bucknell
Loyola MD, W, H, 0,Bucknell
Boston University, W, H, 0,Bucknell
Lafayette, W, A, 0,Bucknell
Navy, W, A, 0,Bucknell
Holy Cross, L, H, 1,Bucknell
Monmouth, L, A, 1,Bucknell
Pittsburgh, L, A, 0,Detroit
Oral Roberts, L, A, 0,Detroit
Vanderbilt, L, A, 0,Detroit
Northeastern, W, H, 0,Detroit
Toledo, W, H, 0,Detroit
Bowling Green, W, H, 0,Detroit
UCF, W, H, 0,Detroit
Western Kentucky, L, A, 0,Detroit
Eastern Michigan, L, A, 0,Detroit
Youngstown St., W, H, 0,Detroit
Cleveland St., W, H, 0,Detroit
Illinois Chicago, W, H, 0,Detroit
Valparaiso, L, H, 0,Detroit
Oakland, L, H, 0,Detroit
Wright St., L, A, 0,Detroit
Milwaukee, L, A, 0,Detroit
Green Bay, L, A, 0,Detroit
Northern Kentucky, L, H, 0,Detroit
Wright St., W, H, 0,Detroit
Cleveland St., W, A, 0,Detroit
Youngstown St., W, A, 0,Detroit
Green Bay, L, H, 0,Detroit
Milwaukee, W, H, 0,Detroit
Northern Kentucky, W, A, 0,Detroit
Illinois Chicago, W, A, 0,Detroit
Valparaiso, L, A, 0,Detroit
Oakland, L, A, 0,Detroit
Youngstown St., W, H, 1,Detroit
Wright St., L, H, 1,Detroit
Missouri St., W, H, 0,Oral Roberts
South Carolina, L, A, 0,Oral Roberts
Tennessee Martin, W, N, 0,Oral Roberts
James Madison, W, A, 0,Oral Roberts
FIU, W, N, 0,Oral Roberts
Detroit, W, H, 0,Oral Roberts
New Mexico, L, A, 0,Oral Roberts
Tulsa, W, A, 0,Oral Roberts
Oklahoma, L, A, 0,Oral Roberts
Missouri St., L, A, 0,Oral Roberts
LSU, L, A, 0,Oral Roberts
New Mexico St., L, A, 0,Oral Roberts
IPFW, L, A, 0,Oral Roberts
South Dakota, L, H, 0,Oral Roberts
Denver, L, A, 0,Oral Roberts
North Dakota St., W, H, 0,Oral Roberts
IUPUI, W, A, 0,Oral Roberts
Western Illinois, W, A, 0,Oral Roberts
South Dakota St., L, H, 0,Oral Roberts
Nebraska Omaha, L, H, 0,Oral Roberts
IPFW, L, H, 0,Oral Roberts
North Dakota St., L, A, 0,Oral Roberts
South Dakota, L, A, 0,Oral Roberts
IUPUI, W, H, 0,Oral Roberts
Western Illinois, W, H, 0,Oral Roberts
Denver, W, H, 0,Oral Roberts
Nebraska Omaha, L, A, 0,Oral Roberts
South Dakota St., L, A, 0,Oral Roberts
South Dakota St., L, A, 1,Oral Roberts
Presbyterian, W, H, 0,Furman
Appalachian St., W, A, 0,Furman
Charlotte, L, A, 0,Furman
Connecticut, L, A, 0,Furman
Texas A&M Corpus Chris, L, N, 0,Furman
Mount St. Mary's, W, N, 0,Furman
Liberty, W, H, 0,Furman
Gardner Webb, L, H, 0,Furman
Dayton, L, A, 0,Furman
Navy, L, A, 0,Furman
UNC Asheville, L, A, 0,Furman
VMI, W, H, 0,Furman
UNC Greensboro, L, A, 0,Furman
Chattanooga, W, H, 0,Furman
Samford, W, H, 0,Furman
Mercer, L, A, 0,Furman
The Citadel, L, A, 0,Furman
Wofford, W, H, 0,Furman
VMI, W, A, 0,Furman
Western Carolina, W, H, 0,Furman
East Tennessee St., W, H, 0,Furman
Samford, W, A, 0,Furman
Chattanooga, L, A, 0,Furman
UNC Greensboro, W, H, 0,Furman
The Citadel, W, H, 0,Furman
Mercer, W, H, 0,Furman
Wofford, L, A, 0,Furman
East Tennessee St., L, A, 0,Furman
Western Carolina, L, A, 0,Furman
UNC Greensboro, W, N, 1,Furman
East Tennessee St., L, N, 1,Furman
Louisiana Monroe, W, H, 1,Furman
Louisiana Lafayette, L, H, 1,Furman
Nevada, L, N, 0,Coastal Carolina
Hawaii, L, A, 0,Coastal Carolina
College of Charleston, W, A, 0,Coastal Carolina
Campbell, L, A, 0,Coastal Carolina
Auburn, L, H, 0,Coastal Carolina
Radford, W, H, 0,Coastal Carolina
Wofford, W, A, 0,Coastal Carolina
Wake Forest, L, A, 0,Coastal Carolina
Alabama St., W, H, 0,Coastal Carolina
Gardner Webb, L, A, 0,Coastal Carolina
Winthrop, W, H, 0,Coastal Carolina
Liberty, L, H, 0,Coastal Carolina
Longwood, L, A, 0,Coastal Carolina
Presbyterian, W, H, 0,Coastal Carolina
High Point, W, A, 0,Coastal Carolina
Charleston Southern, W, A, 0,Coastal Carolina
UNC Asheville, W, H, 0,Coastal Carolina
Campbell, W, H, 0,Coastal Carolina
Presbyterian, W, A, 0,Coastal Carolina
Radford, W, A, 0,Coastal Carolina
High Point, L, H, 0,Coastal Carolina
Gardner Webb, W, H, 0,Coastal Carolina
Winthrop, L, A, 0,Coastal Carolina
Charleston Southern, W, H, 0,Coastal Carolina
UNC Asheville, W, A, 0,Coastal Carolina
Gardner Webb, L, N, 1,Coastal Carolina
Mercer, W, H, 1,Coastal Carolina
New Hampshire, W, H, 1,Coastal Carolina
Grand Canyon, W, H, 1,Coastal Carolina
UC Irvine, L, H, 1,Coastal Carolina
Illinois, W, A, 0,North Florida
UT Rio Grande Valley, W, H, 0,North Florida
Louisville, L, A, 0,North Florida
Saint Louis, L, A, 0,North Florida
Hartford, W, A, 0,North Florida
St. Francis NY, W, N, 0,North Florida
LSU, L, A, 0,North Florida
Dayton, L, A, 0,North Florida
FIU, W, H, 0,North Florida
Austin Peay, W, H, 0,North Florida
Florida A&M, W, H, 0,North Florida
Arkansas, L, A, 0,North Florida
VCU, L, A, 0,North Florida
Eastern Michigan, W, A, 0,North Florida
Stetson, W, A, 0,North Florida
Jacksonville, W, H, 0,North Florida
Lipscomb, W, H, 0,North Florida
Kennesaw St., W, H, 0,North Florida
USC Upstate, W, A, 0,North Florida
NJIT, W, A, 0,North Florida
Florida Gulf Coast, W, H, 0,North Florida
Stetson, L, H, 0,North Florida
Florida Gulf Coast, L, A, 0,North Florida
Kennesaw St., L, A, 0,North Florida
Lipscomb, L, A, 0,North Florida
NJIT, W, H, 0,North Florida
USC Upstate, W, H, 0,North Florida
Jacksonville, W, A, 0,North Florida
USC Upstate, W, H, 1,North Florida
Florida Gulf Coast, L, H, 1,North Florida
Florida, L, H, 1,North Florida
New Mexico, L, A, 0,Texas Southern
Creighton, L, A, 0,Texas Southern
Clemson, L, A, 0,Texas Southern
Howard, L, N, 0,Texas Southern
UTSA, W, N, 0,Texas Southern
Washington St., L, A, 0,Texas Southern
Mississippi St., L, A, 0,Texas Southern
Stephen F. Austin, L, A, 0,Texas Southern
Central Michigan, L, A, 0,Texas Southern
Iona, L, A, 0,Texas Southern
Syracuse, L, A, 0,Texas Southern
Baylor, L, A, 0,Texas Southern
Southern, W, H, 0,Texas Southern
Alcorn St., W, H, 0,Texas Southern
Prairie View A&M, W, H, 0,Texas Southern
Jackson St., W, A, 0,Texas Southern
Grambling St., W, A, 0,Texas Southern
Mississippi Valley St., W, H, 0,Texas Southern
Arkansas Pine Bluff, W, H, 0,Texas Southern
Alabama St., W, A, 0,Texas Southern
Alabama A&M, W, A, 0,Texas Southern
Prairie View A&M, L, A, 0,Texas Southern
Jackson St., W, H, 0,Texas Southern
Grambling St., W, H, 0,Texas Southern
Mississippi Valley St., W, A, 0,Texas Southern
Arkansas Pine Bluff, W, A, 0,Texas Southern
Alabama A&M, W, H, 0,Texas Southern
Alabama St., W, H, 0,Texas Southern
Southern, L, A, 0,Texas Southern
Alcorn St., W, A, 0,Texas Southern
Alabama A&M, W, H, 1,Texas Southern
Southern, L, H, 1,Texas Southern
Valparaiso, L, A, 1,Texas Southern
Youngstown St., W, H, 0,Kent St.
Southern Illinois, L, A, 0,Kent St.
Marist, W, H, 0,Kent St.
St. Francis PA, W, H, 0,Kent St.
Pittsburgh, L, A, 0,Kent St.
Cleveland St., W, A, 0,Kent St.
NJIT, W, A, 0,Kent St.
Louisiana Monroe, W, H, 0,Kent St.
Canisius, W, H, 0,Kent St.
SMU, L, N, 0,Kent St.
Penn St., L, N, 0,Kent St.
North Carolina A&T, W, A, 0,Kent St.
Western Michigan, W, A, 0,Kent St.
Buffalo, L, H, 0,Kent St.
Miami OH, W, H, 0,Kent St.
Ohio, W, H, 0,Kent St.
Ball St., W, A, 0,Kent St.
Bowling Green, W, A, 0,Kent St.
Eastern Michigan, W, H, 0,Kent St.
Ohio, L, A, 0,Kent St.
Central Michigan, L, A, 0,Kent St.
Toledo, L, H, 0,Kent St.
Northern Illinois, W, H, 0,Kent St.
Eastern Michigan, L, A, 0,Kent St.
Western Michigan, W, H, 0,Kent St.
Akron, W, H, 0,Kent St.
Buffalo, L, A, 0,Kent St.
Miami OH, L, A, 0,Kent St.
Bowling Green, W, H, 0,Kent St.
Akron, L, A, 0,Kent St.
Bowling Green, L, H, 1,Kent St.
Mississippi, L, A, 0,Georgia St.
IUPUI, W, H, 0,Georgia St.
UAB, L, A, 0,Georgia St.
Wright St., W, A, 0,Georgia St.
Old Dominion, W, H, 0,Georgia St.
Southern Miss, W, A, 0,Georgia St.
Middle Tennessee, W, H, 0,Georgia St.
UT Arlington, L, A, 0,Georgia St.
Texas St., W, A, 0,Georgia St.
Troy, W, H, 0,Georgia St.
South Alabama, W, H, 0,Georgia St.
Louisiana Monroe, W, H, 0,Georgia St.
Louisiana Lafayette, L, H, 0,Georgia St.
Georgia Southern, W, H, 0,Georgia St.
Appalachian St., L, A, 0,Georgia St.
Arkansas St., L, A, 0,Georgia St.
Arkansas Little Rock, L, A, 0,Georgia St.
Texas St., W, H, 0,Georgia St.
UT Arlington, L, H, 0,Georgia St.
South Alabama, L, A, 0,Georgia St.
Troy, L, A, 0,Georgia St.
Arkansas Little Rock, L, H, 0,Georgia St.
Arkansas St., W, H, 0,Georgia St.
Georgia Southern, L, A, 0,Georgia St.
Appalachian St., W, H, 0,Georgia St.
Louisiana Lafayette, W, A, 0,Georgia St.
Louisiana Monroe, L, A, 0,Georgia St.
Texas St., L, N, 1,Georgia St.
DePaul, L, A, 0,Western Michigan
San Diego, W, H, 0,Western Michigan
UNC Wilmington, L, A, 0,Western Michigan
Stephen F. Austin, L, N, 0,Western Michigan
Liberty, W, N, 0,Western Michigan
Mercer, L, N, 0,Western Michigan
James Madison, L, A, 0,Western Michigan
Northeastern, W, H, 0,Western Michigan
IPFW, L, H, 0,Western Michigan
Vanderbilt, L, A, 0,Western Michigan
Jacksonville, W, H, 0,Western Michigan
Kent St., L, H, 0,Western Michigan
Akron, L, A, 0,Western Michigan
Ball St., L, H, 0,Western Michigan
Northern Illinois, W, H, 0,Western Michigan
Ohio, L, A, 0,Western Michigan
Buffalo, W, H, 0,Western Michigan
Bowling Green, L, H, 0,Western Michigan
Eastern Michigan, W, H, 0,Western Michigan
Toledo, L, A, 0,Western Michigan
Ball St., L, A, 0,Western Michigan
Miami OH, L, H, 0,Western Michigan
Bowling Green, W, A, 0,Western Michigan
Kent St., L, A, 0,Western Michigan
Central Michigan, W, H, 0,Western Michigan
Eastern Michigan, L, A, 0,Western Michigan
Northern Illinois, L, A, 0,Western Michigan
Toledo, W, H, 0,Western Michigan
Central Michigan, W, A, 0,Western Michigan
Northern Illinois, L, A, 1,Western Michigan
George Mason, W, H, 0,Mercer
Alabama St., W, H, 0,Mercer
Davidson, L, A, 0,Mercer
Tulane, W, N, 0,Mercer
Appalachian St., W, N, 0,Mercer
Western Michigan, W, N, 0,Mercer
Alcorn St., W, H, 0,Mercer
Auburn, L, A, 0,Mercer
Arkansas, W, A, 0,Mercer
Ohio St., L, A, 0,Mercer
Kennesaw St., W, A, 0,Mercer
Samford, W, H, 0,Mercer
Chattanooga, L, A, 0,Mercer
The Citadel, W, A, 0,Mercer
Furman, W, H, 0,Mercer
Wofford, W, H, 0,Mercer
East Tennessee St., L, A, 0,Mercer
Western Carolina, L, A, 0,Mercer
VMI, W, H, 0,Mercer
UNC Greensboro, W, H, 0,Mercer
Samford, W, A, 0,Mercer
The Citadel, W, H, 0,Mercer
Chattanooga, L, H, 0,Mercer
Wofford, L, A, 0,Mercer
Furman, L, A, 0,Mercer
Western Carolina, L, H, 0,Mercer
East Tennessee St., L, H, 0,Mercer
VMI, L, A, 0,Mercer
UNC Greensboro, L, A, 0,Mercer
The Citadel, W, N, 1,Mercer
East Tennessee St., L, N, 1,Mercer
Coastal Carolina, L, A, 1,Mercer
Western Michigan, W, H, 0,DePaul
Penn St., L, A, 0,DePaul
South Carolina, L, N, 0,DePaul
Florida St., L, N, 0,DePaul
Norfolk St., W, N, 0,DePaul
Illinois Chicago, W, A, 0,DePaul
Chicago St., W, H, 0,DePaul
Drake, W, A, 0,DePaul
Arkansas Little Rock, L, H, 0,DePaul
Stanford, L, A, 0,DePaul
Northwestern, L, H, 0,DePaul
George Washington, W, H, 0,DePaul
Georgetown, L, H, 0,DePaul
Seton Hall, L, A, 0,DePaul
Butler, L, H, 0,DePaul
Georgetown, L, A, 0,DePaul
Xavier, L, A, 0,DePaul
Creighton, L, H, 0,DePaul
Marquette, W, A, 0,DePaul
Butler, L, A, 0,DePaul
Xavier, L, H, 0,DePaul
Providence, W, H, 0,DePaul
Creighton, L, A, 0,DePaul
Villanova, L, H, 0,DePaul
St. John's, L, A, 0,DePaul
Marquette, L, H, 0,DePaul
St. John's, W, H, 0,DePaul
Providence, L, A, 0,DePaul
Villanova, L, A, 0,DePaul
Seton Hall, L, H, 0,DePaul
Georgetown, L, N, 1,DePaul
UTSA, W, H, 0,Loyola Chicago
New Mexico, L, A, 0,Loyola Chicago
Toledo, W, H, 0,Loyola Chicago
San Diego, W, N, 0,Loyola Chicago
Toledo, L, N, 0,Loyola Chicago
UNC Asheville, L, N, 0,Loyola Chicago
Creighton, W, H, 0,Loyola Chicago
Notre Dame, L, A, 0,Loyola Chicago
Cleveland St., L, H, 0,Loyola Chicago
Illinois Chicago, W, H, 0,Loyola Chicago
Western Illinois, W, H, 0,Loyola Chicago
Southern Illinois, L, H, 0,Loyola Chicago
Indiana St., L, A, 0,Loyola Chicago
Illinois St., L, A, 0,Loyola Chicago
Missouri St., L, H, 0,Loyola Chicago
Bradley, L, H, 0,Loyola Chicago
Northern Iowa, W, A, 0,Loyola Chicago
Evansville, L, A, 0,Loyola Chicago
Drake, W, H, 0,Loyola Chicago
Wichita St., L, A, 0,Loyola Chicago
Indiana St., W, H, 0,Loyola Chicago
Illinois St., L, H, 0,Loyola Chicago
Southern Illinois, W, A, 0,Loyola Chicago
Bradley, W, A, 0,Loyola Chicago
Evansville, L, H, 0,Loyola Chicago
Northern Iowa, W, H, 0,Loyola Chicago
Missouri St., W, A, 0,Loyola Chicago
Wichita St., L, H, 0,Loyola Chicago
Drake, L, A, 0,Loyola Chicago
Bradley, W, N, 1,Loyola Chicago
