opponent, outcome, home/away, team1
Rice, W, H,Harvard
Dartmouth, W, A,Harvard
Memphis, L, A,Harvard
Dartmouth, W, H,Harvard
Yale, W, H,Harvard
Brown, W, H,Harvard
Cornell, W, A,Harvard
Columbia, L, A,Harvard
Penn, W, H,Harvard
Princeton, W, H,Harvard
Brown, W, A,Harvard
Yale, W, A,Harvard
Princeton, L, A,Harvard
Penn, L, A,Harvard
Columbia, W, H,Harvard
Cornell, W, H,Harvard
New Mexico, W, N,Harvard
Arizona, L, N,Harvard
Fresno St., W, H,Texas
Coppin St., W, H,Texas
USC, L, N,Texas
Mississippi St., W, N,Texas
Sam Houston St., W, H,Texas
UT Arlington, W, H,Texas
Georgetown, L, N,Texas
UCLA, L, H,Texas
Texas St., W, H,Texas
North Carolina, W, H,Texas
Michigan St., L, A,Texas
Rice, W, H,Texas
Baylor, L, A,Texas
West Virginia, L, H,Texas
Iowa St., L, A,Texas
Kansas, L, H,Texas
Oklahoma, L, A,Texas
Texas Tech, W, H,Texas
Kansas St., L, A,Texas
TCU, W, H,Texas
West Virginia, L, A,Texas
Oklahoma St., L, H,Texas
Iowa St., W, H,Texas
Kansas, L, A,Texas
TCU, W, A,Texas
Kansas St., L, H,Texas
Oklahoma, W, H,Texas
Oklahoma St., L, A,Texas
Baylor, W, H,Texas
Texas Tech, W, A,Texas
TCU, W, N,Texas
Kansas St., L, N,Texas
Houston, L, A,Texas
Louisiana Tech, W, H,Texas A&M
Troy, W, H,Texas A&M
Prairie View A&M, W, H,Texas A&M
Saint Louis, L, N,Texas A&M
Washington St., W, N,Texas A&M
Northwestern St., W, H,Texas A&M
Houston, W, A,Texas A&M
Stephen F. Austin, W, H,Texas A&M
Oklahoma, L, A,Texas A&M
Texas A&M Corpus Chris, W, H,Texas A&M
Southern, L, H,Texas A&M
Army, W, H,Texas A&M
Houston Baptist, W, H,Texas A&M
Arkansas, W, H,Texas A&M
Kentucky, W, A,Texas A&M
Florida, L, H,Texas A&M
Alabama, L, A,Texas A&M
LSU, L, A,Texas A&M
Georgia, L, H,Texas A&M
Mississippi St., W, A,Texas A&M
Kentucky, L, H,Texas A&M
Missouri, W, H,Texas A&M
Georgia, L, A,Texas A&M
Mississippi, W, H,Texas A&M
Vanderbilt, L, A,Texas A&M
Auburn, W, A,Texas A&M
Tennessee, L, H,Texas A&M
Mississippi, L, A,Texas A&M
South Carolina, W, H,Texas A&M
LSU, L, H,Texas A&M
Arkansas, L, A,Texas A&M
Auburn, W, N,Texas A&M
Missouri, L, N,Texas A&M
Alabama, L, A,South Dakota St.
Tennessee St., W, H,South Dakota St.
Hofstra, L, A,South Dakota St.
Marshall, W, N,South Dakota St.
North Dakota, W, H,South Dakota St.
Nebraska Omaha, W, H,South Dakota St.
Minnesota, L, A,South Dakota St.
Cal St. Bakersfield, W, H,South Dakota St.
Montana, W, A,South Dakota St.
Belmont, L, A,South Dakota St.
New Mexico, W, A,South Dakota St.
North Dakota St., L, A,South Dakota St.
UMKC, W, A,South Dakota St.
South Dakota, L, A,South Dakota St.
Oakland, W, H,South Dakota St.
IPFW, W, H,South Dakota St.
Western Illinois, W, A,South Dakota St.
IUPUI, W, A,South Dakota St.
North Dakota St., W, H,South Dakota St.
South Dakota, W, H,South Dakota St.
UMKC, W, H,South Dakota St.
IPFW, W, A,South Dakota St.
Oakland, L, A,South Dakota St.
IUPUI, W, H,South Dakota St.
Western Illinois, W, H,South Dakota St.
Cal St. Bakersfield, L, A,South Dakota St.
Murray St., L, A,South Dakota St.
Nebraska Omaha, W, A,South Dakota St.
IUPUI, W, H,South Dakota St.
IPFW, W, H,South Dakota St.
North Dakota St., W, H,South Dakota St.
Michigan, L, N,South Dakota St.
Niagara, W, H,Oregon St.
New Mexico St., W, H,Oregon St.
Alabama, L, N,Oregon St.
Purdue, W, N,Oregon St.
Montana St., W, H,Oregon St.
Kansas, L, A,Oregon St.
Grambling St., W, H,Oregon St.
Portland St., W, A,Oregon St.
Chicago St., W, H,Oregon St.
Howard, W, H,Oregon St.
San Diego, W, N,Oregon St.
Towson, L, H,Oregon St.
Texas Pan American, W, H,Oregon St.
Oregon, L, H,Oregon St.
Arizona St., L, H,Oregon St.
Arizona, L, H,Oregon St.
UCLA, L, A,Oregon St.
USC, L, A,Oregon St.
Washington, W, H,Oregon St.
Washington St., L, H,Oregon St.
California, L, A,Oregon St.
Stanford, L, A,Oregon St.
Utah, W, H,Oregon St.
Colorado, L, H,Oregon St.
Washington St., W, A,Oregon St.
Washington, L, A,Oregon St.
Stanford, L, H,Oregon St.
California, L, H,Oregon St.
Oregon, L, A,Oregon St.
Utah, L, A,Oregon St.
Colorado, W, A,Oregon St.
Colorado, L, N,Oregon St.
Nicholls St., W, H,Vanderbilt
Oregon, L, A,Vanderbilt
Davidson, L, N,Vanderbilt
Marist, L, N,Vanderbilt
UTEP, W, N,Vanderbilt
Villanova, L, H,Vanderbilt
Xavier, W, A,Vanderbilt
Alabama A&M, W, H,Vanderbilt
Cornell, W, H,Vanderbilt
Middle Tennessee, L, N,Vanderbilt
Butler, L, H,Vanderbilt
William & Mary, W, H,Vanderbilt
Kentucky, L, H,Vanderbilt
Arkansas, L, A,Vanderbilt
Mississippi, L, H,Vanderbilt
South Carolina, W, A,Vanderbilt
Auburn, W, H,Vanderbilt
Missouri, L, A,Vanderbilt
Tennessee, L, A,Vanderbilt
Alabama, L, H,Vanderbilt
LSU, L, A,Vanderbilt
Arkansas, W, H,Vanderbilt
Tennessee, L, H,Vanderbilt
Texas A&M, W, H,Vanderbilt
Kentucky, L, A,Vanderbilt
Mississippi St., W, A,Vanderbilt
Georgia, W, H,Vanderbilt
Auburn, W, A,Vanderbilt
Florida, L, A,Vanderbilt
South Carolina, W, H,Vanderbilt
Arkansas, W, H,Vanderbilt
Kentucky, W, H,Vanderbilt
Mississippi, L, H,Vanderbilt
Army, W, N,Air Force
The Citadel, W, A,Air Force
Montana St., W, H,Air Force
Colorado, L, A,Air Force
Jackson St., W, H,Air Force
Wichita St., L, H,Air Force
Arkansas Pine Bluff, W, H,Air Force
UC Riverside, W, A,Air Force
Florida, L, A,Air Force
Richmond, L, A,Air Force
Nevada, W, H,Air Force
UNLV, L, A,Air Force
Colorado St., L, A,Air Force
Boise St., W, H,Air Force
New Orleans, W, H,Air Force
Wyoming, W, A,Air Force
Fresno St., W, H,Air Force
San Diego St., W, H,Air Force
New Mexico, L, A,Air Force
Nevada, L, A,Air Force
UNLV, W, H,Air Force
Colorado St., L, H,Air Force
Boise St., L, A,Air Force
Wyoming, W, H,Air Force
Fresno St., L, A,Air Force
San Diego St., L, A,Air Force
New Mexico, W, H,Air Force
UNLV, L, A,Air Force
Hawaii, W, A,Air Force
Weber St., L, A,Air Force
North Carolina Central, W, H,Wyoming
South Dakota, W, H,Wyoming
Southern, W, H,Wyoming
Northern Colorado, W, A,Wyoming
Cal St. Bakersfield, W, H,Wyoming
UC Santa Barbara, W, A,Wyoming
Colorado, W, H,Wyoming
Illinois St., W, A,Wyoming
Denver, W, H,Wyoming
UC Santa Barbara, W, H,Wyoming
SMU, W, A,Wyoming
Boise St., L, H,Wyoming
Nevada, W, A,Wyoming
Fresno St., L, A,Wyoming
San Diego St., W, H,Wyoming
UNLV, L, A,Wyoming
Air Force, L, H,Wyoming
New Mexico, L, H,Wyoming
Colorado St., L, A,Wyoming
Cal St. Bakersfield, W, A,Wyoming
Boise St., L, A,Wyoming
Nevada, W, H,Wyoming
Fresno St., W, H,Wyoming
San Diego St., L, A,Wyoming
UNLV, L, H,Wyoming
Air Force, L, A,Wyoming
New Mexico, L, A,Wyoming
Colorado St., L, H,Wyoming
Nevada, W, N,Wyoming
New Mexico, L, N,Wyoming
Lehigh, W, H,Wyoming
Western Michigan, L, H,Wyoming
Coppin St., W, H,USC
Long Beach St., W, H,USC
Illinois, L, N,USC
Texas, W, N,USC
Marquette, L, N,USC
San Diego St., L, H,USC
Nebraska, L, A,USC
New Mexico, L, A,USC
Minnesota, L, H,USC
UC Riverside, W, H,USC
UC Irvine, L, H,USC
Georgia, L, A,USC
Dayton, W, H,USC
Stanford, W, H,USC
California, L, H,USC
Colorado, L, A,USC
Utah, W, A,USC
Oregon, L, H,USC
Oregon St., W, H,USC
Arizona St., L, A,USC
Arizona, L, A,USC
UCLA, W, A,USC
Washington St., W, H,USC
Washington, W, H,USC
Stanford, W, A,USC
California, L, A,USC
UCLA, L, H,USC
Arizona, W, H,USC
Arizona St., W, H,USC
Washington, L, A,USC
Washington St., L, A,USC
Utah, L, N,USC
UC Santa Barbara, W, H,LSU
McNeese St., W, H,LSU
Northwestern St., W, H,LSU
Mississippi Valley St., W, H,LSU
Seton Hall, W, H,LSU
Chattanooga, W, H,LSU
Boise St., L, A,LSU
UC Irvine, W, A,LSU
Marquette, L, A,LSU
Houston Baptist, W, H,LSU
Bethune Cookman, W, H,LSU
Auburn, L, A,LSU
Florida, L, H,LSU
South Carolina, L, H,LSU
Georgia, L, A,LSU
Texas A&M, W, H,LSU
Kentucky, L, A,LSU
Missouri, W, H,LSU
Mississippi St., W, A,LSU
Vanderbilt, W, H,LSU
Alabama, L, A,LSU
South Carolina, W, A,LSU
Mississippi St., W, H,LSU
Tennessee, L, A,LSU
Alabama, W, H,LSU
Arkansas, W, H,LSU
Missouri, L, A,LSU
Texas A&M, W, A,LSU
Mississippi, L, H,LSU
Georgia, W, N,LSU
Florida, L, N,LSU
Detroit, W, H,St. John's
College of Charleston, W, A,St. John's
Murray St., L, N,St. John's
Baylor, L, N,St. John's
Holy Cross, W, H,St. John's
Florida Gulf Coast, W, H,St. John's
South Carolina, W, H,St. John's
NJIT, W, H,St. John's
San Francisco, L, A,St. John's
Fordham, W, H,St. John's
St. Francis NY, W, N,St. John's
UNC Asheville, L, H,St. John's
Villanova, L, A,St. John's
Cincinnati, W, A,St. John's
Rutgers, L, H,St. John's
Georgetown, L, H,St. John's
Notre Dame, W, H,St. John's
DePaul, W, A,St. John's
Rutgers, W, A,St. John's
Seton Hall, W, H,St. John's
DePaul, W, H,St. John's
Georgetown, L, A,St. John's
Connecticut, W, H,St. John's
Syracuse, L, A,St. John's
Louisville, L, A,St. John's
South Florida, W, H,St. John's
Pittsburgh, L, H,St. John's
Providence, L, A,St. John's
Notre Dame, L, A,St. John's
Marquette, L, H,St. John's
Villanova, L, H,St. John's
Saint Joseph's, W, A,St. John's
Virginia, L, A,St. John's
Tulane, W, H,Georgia Tech
Presbyterian, W, H,Georgia Tech
Rice, W, N,Georgia Tech
California, L, N,Georgia Tech
Saint Mary's, W, N,Georgia Tech
Illinois, L, A,Georgia Tech
Georgia, W, H,Georgia Tech
UNC Wilmington, W, H,Georgia Tech
Alabama St., W, H,Georgia Tech
The Citadel, W, H,Georgia Tech
Fordham, W, H,Georgia Tech
Chattanooga, W, H,Georgia Tech
Miami FL, L, H,Georgia Tech
North Carolina St., L, A,Georgia Tech
Virginia Tech, L, H,Georgia Tech
Duke, L, A,Georgia Tech
North Carolina, L, A,Georgia Tech
Wake Forest, W, H,Georgia Tech
Clemson, L, A,Georgia Tech
Virginia, W, H,Georgia Tech
Florida St., L, H,Georgia Tech
Virginia Tech, W, A,Georgia Tech
Clemson, L, H,Georgia Tech
Wake Forest, W, A,Georgia Tech
North Carolina, L, H,Georgia Tech
Virginia, L, A,Georgia Tech
Maryland, W, H,Georgia Tech
North Carolina St., L, H,Georgia Tech
Miami FL, W, A,Georgia Tech
Boston College, L, A,Georgia Tech
Boston College, L, N,Georgia Tech
VCU, L, A,Florida Gulf Coast
Miami FL, W, H,Florida Gulf Coast
Duke, L, A,Florida Gulf Coast
Alcorn St., W, H,Florida Gulf Coast
Toledo, W, H,Florida Gulf Coast
St. John's, L, A,Florida Gulf Coast
Samford, W, A,Florida Gulf Coast
Loyola MD, W, H,Florida Gulf Coast
Iowa St., L, A,Florida Gulf Coast
FIU, W, H,Florida Gulf Coast
Maine, L, A,Florida Gulf Coast
Kennesaw St., W, A,Florida Gulf Coast
Mercer, L, A,Florida Gulf Coast
Jacksonville, W, H,Florida Gulf Coast
North Florida, W, H,Florida Gulf Coast
USC Upstate, W, A,Florida Gulf Coast
East Tennessee St., L, A,Florida Gulf Coast
Lipscomb, L, H,Florida Gulf Coast
Northern Kentucky, W, H,Florida Gulf Coast
Stetson, W, H,Florida Gulf Coast
North Florida, W, A,Florida Gulf Coast
Jacksonville, W, A,Florida Gulf Coast
East Tennessee St., W, H,Florida Gulf Coast
USC Upstate, W, H,Florida Gulf Coast
Northern Kentucky, W, A,Florida Gulf Coast
Lipscomb, L, A,Florida Gulf Coast
Stetson, L, A,Florida Gulf Coast
Mercer, W, H,Florida Gulf Coast
Kennesaw St., W, H,Florida Gulf Coast
North Florida, W, N,Florida Gulf Coast
Stetson, W, N,Florida Gulf Coast
Mercer, W, A,Florida Gulf Coast
Georgetown, W, N,Florida Gulf Coast
San Diego St., W, N,Florida Gulf Coast
Florida, L, N,Florida Gulf Coast
Saint Peter's, L, H,Rutgers
Sacred Heart, W, H,Rutgers
Princeton, W, A,Rutgers
Boston University, W, H,Rutgers
UNC Greensboro, W, A,Rutgers
Mississippi, L, A,Rutgers
Iona, W, N,Rutgers
George Washington, W, H,Rutgers
UAB, W, H,Rutgers
Howard, W, H,Rutgers
Rider, W, H,Rutgers
Syracuse, L, A,Rutgers
Pittsburgh, W, H,Rutgers
St. John's, W, A,Rutgers
Cincinnati, L, H,Rutgers
South Florida, W, H,Rutgers
Notre Dame, L, A,Rutgers
St. John's, L, H,Rutgers
Connecticut, L, A,Rutgers
Cincinnati, L, A,Rutgers
Louisville, L, H,Rutgers
Georgetown, L, H,Rutgers
Seton Hall, W, H,Rutgers
DePaul, L, A,Rutgers
Villanova, L, A,Rutgers
Providence, L, H,Rutgers
Georgetown, L, A,Rutgers
Marquette, L, H,Rutgers
Seton Hall, W, A,Rutgers
DePaul, W, N,Rutgers
Notre Dame, L, N,Rutgers
FIU, W, H,Boston College
Baylor, L, N,Boston College
Dayton, L, N,Boston College
College of Charleston, L, A,Boston College
Auburn, W, H,Boston College
Bryant, L, H,Boston College
Penn St., W, A,Boston College
Harvard, L, H,Boston College
St. Francis NY, W, H,Boston College
New Hampshire, W, H,Boston College
Providence, W, H,Boston College
Holy Cross, W, H,Boston College
Dartmouth, W, H,Boston College
North Carolina St., L, H,Boston College
Virginia Tech, W, A,Boston College
Wake Forest, L, A,Boston College
Miami FL, L, H,Boston College
Maryland, L, A,Boston College
Virginia, L, A,Boston College
North Carolina, L, H,Boston College
Clemson, W, H,Boston College
Miami FL, L, A,Boston College
Duke, L, H,Boston College
Wake Forest, W, H,Boston College
Florida St., L, A,Boston College
Maryland, W, H,Boston College
Duke, L, A,Boston College
North Carolina St., L, A,Boston College
Virginia, W, H,Boston College
Clemson, W, A,Boston College
Georgia Tech, W, H,Boston College
Georgia Tech, W, N,Boston College
Miami FL, L, N,Boston College
Idaho St., W, H,Utah St.
Saint Mary's, L, H,Utah St.
Texas A&M Corpus Chris, W, H,Utah St.
Weber St., W, H,Utah St.
Santa Clara, W, A,Utah St.
Utah Valley, W, A,Utah St.
Nicholls St., W, H,Utah St.
UC Davis, W, H,Utah St.
Southern Illinois, W, H,Utah St.
UTSA, W, A,Utah St.
Texas St., W, A,Utah St.
Seattle, W, H,Utah St.
Idaho, W, H,Utah St.
San Jose St., W, H,Utah St.
New Mexico St., L, A,Utah St.
Denver, L, A,Utah St.
UT Arlington, L, H,Utah St.
Louisiana Tech, L, H,Utah St.
Idaho, W, A,Utah St.
Seattle, W, A,Utah St.
San Jose St., W, A,Utah St.
Denver, L, H,Utah St.
New Mexico St., W, H,Utah St.
BYU, L, A,Utah St.
Illinois St., W, H,Utah St.
Louisiana Tech, L, A,Utah St.
UT Arlington, L, A,Utah St.
Texas St., W, H,Utah St.
UTSA, W, H,Utah St.
UT Arlington, L, N,Utah St.
Texas, L, A,Fresno St.
UC Riverside, W, A,Fresno St.
Pacific, W, H,Fresno St.
Cal Poly, W, A,Fresno St.
Long Beach St., L, H,Fresno St.
Southern Illinois, L, A,Fresno St.
Long Beach St., W, A,Fresno St.
Washington St., L, A,Fresno St.
Colorado, L, H,Fresno St.
UC Irvine, L, H,Fresno St.
UCLA, L, A,Fresno St.
San Diego St., L, H,Fresno St.
New Mexico, L, A,Fresno St.
Wyoming, W, H,Fresno St.
Nevada, L, H,Fresno St.
Boise St., L, A,Fresno St.
Colorado St., L, H,Fresno St.
Air Force, L, A,Fresno St.
UNLV, W, H,Fresno St.
San Diego St., L, A,Fresno St.
New Mexico, L, H,Fresno St.
Wyoming, L, A,Fresno St.
Nevada, W, A,Fresno St.
Boise St., L, H,Fresno St.
Colorado St., L, A,Fresno St.
Air Force, W, H,Fresno St.
UNLV, W, A,Fresno St.
Colorado St., L, N,Fresno St.
Kennesaw St., W, H,Eastern Kentucky
Towson, W, H,Eastern Kentucky
Radford, W, H,Eastern Kentucky
Norfolk St., W, H,Eastern Kentucky
Delaware St., W, H,Eastern Kentucky
Western Carolina, W, H,Eastern Kentucky
North Carolina Central, W, A,Eastern Kentucky
Chattanooga, W, A,Eastern Kentucky
Illinois, L, A,Eastern Kentucky
North Carolina A&T, L, A,Eastern Kentucky
High Point, W, A,Eastern Kentucky
West Virginia, L, A,Eastern Kentucky
Eastern Illinois, W, H,Eastern Kentucky
SIU Edwardsville, W, H,Eastern Kentucky
Murray St., W, A,Eastern Kentucky
Morehead St., W, H,Eastern Kentucky
Belmont, L, A,Eastern Kentucky
Jacksonville St., W, A,Eastern Kentucky
Tennessee St., W, H,Eastern Kentucky
Belmont, L, H,Eastern Kentucky
Tennessee Martin, L, A,Eastern Kentucky
Southeast Missouri St., W, A,Eastern Kentucky
Morehead St., W, A,Eastern Kentucky
Tennessee Tech, W, H,Eastern Kentucky
Jacksonville St., W, H,Eastern Kentucky
Austin Peay, W, H,Eastern Kentucky
Valparaiso, L, A,Eastern Kentucky
Tennessee Tech, W, A,Eastern Kentucky
Tennessee St., L, A,Eastern Kentucky
Southeast Missouri St., W, N,Eastern Kentucky
Murray St., L, N,Eastern Kentucky
Gardner Webb, W, A,Eastern Kentucky
Evansville, L, A,Eastern Kentucky
Youngstown St., L, H,George Washington
Boston University, W, A,George Washington
Notre Dame, L, A,George Washington
Hofstra, W, H,George Washington
Mount St. Mary's, L, H,George Washington
James Madison, W, A,George Washington
Manhattan, W, H,George Washington
Bradley, L, A,George Washington
Kansas St., L, H,George Washington
Rutgers, L, A,George Washington
VMI, W, H,George Washington
Sacred Heart, W, H,George Washington
Georgia, L, A,George Washington
St. Bonaventure, W, H,George Washington
Xavier, L, A,George Washington
Temple, L, H,George Washington
Massachusetts, W, A,George Washington
Rhode Island, W, A,George Washington
Charlotte, W, H,George Washington
La Salle, L, H,George Washington
Duquesne, W, A,George Washington
Butler, L, H,George Washington
VCU, L, A,George Washington
Fordham, W, H,George Washington
Saint Joseph's, L, A,George Washington
Richmond, L, A,George Washington
Saint Louis, L, H,George Washington
La Salle, L, A,George Washington
Dayton, W, H,George Washington
Massachusetts, L, N,George Washington
Presbyterian, W, H,Clemson
Furman, W, A,Clemson
Gonzaga, L, N,Clemson
UTEP, W, N,Clemson
Marist, W, N,Clemson
Purdue, L, H,Clemson
South Carolina, W, A,Clemson
Arizona, L, H,Clemson
Florida A&M, W, H,Clemson
Coastal Carolina, L, A,Clemson
South Carolina St., W, H,Clemson
The Citadel, W, H,Clemson
Florida St., L, H,Clemson
Duke, L, A,Clemson
Virginia, W, H,Clemson
Wake Forest, W, H,Clemson
North Carolina St., L, A,Clemson
Florida St., L, A,Clemson
Virginia Tech, W, H,Clemson
Georgia Tech, W, H,Clemson
Boston College, L, A,Clemson
Virginia, L, A,Clemson
North Carolina St., L, H,Clemson
Georgia Tech, W, A,Clemson
Miami FL, L, H,Clemson
Maryland, L, A,Clemson
North Carolina, L, H,Clemson
Virginia Tech, L, A,Clemson
Boston College, L, H,Clemson
Miami FL, L, A,Clemson
Florida St., L, N,Clemson
Jacksonville, W, H,Georgia
Youngstown St., L, H,Georgia
Southern Miss, L, H,Georgia
Indiana, L, N,Georgia
UCLA, L, N,Georgia
East Tennessee St., W, H,Georgia
South Florida, L, A,Georgia
Georgia Tech, L, A,Georgia
Iona, L, H,Georgia
Mercer, W, H,Georgia
USC, W, H,Georgia
Florida A&M, W, H,Georgia
George Washington, W, H,Georgia
Florida, L, A,Georgia
Mississippi St., L, H,Georgia
Missouri, L, A,Georgia
LSU, W, H,Georgia
Florida, L, H,Georgia
Texas A&M, W, A,Georgia
Auburn, W, H,Georgia
South Carolina, W, A,Georgia
Tennessee, W, A,Georgia
Texas A&M, W, H,Georgia
Alabama, L, H,Georgia
Mississippi, L, A,Georgia
Arkansas, L, A,Georgia
South Carolina, W, H,Georgia
Vanderbilt, L, A,Georgia
Tennessee, W, H,Georgia
Kentucky, W, H,Georgia
Alabama, L, A,Georgia
LSU, L, N,Georgia
Oral Roberts, W, H,UTEP
Arizona, L, A,UTEP
Oklahoma, L, N,UTEP
Clemson, L, N,UTEP
Vanderbilt, L, N,UTEP
New Mexico St., W, H,UTEP
Idaho, W, H,UTEP
UNLV, L, H,UTEP
Oregon, W, H,UTEP
Arkansas Pine Bluff, W, H,UTEP
Nebraska, W, H,UTEP
Colorado St., L, A,UTEP
Tulane, W, A,UTEP
Marshall, W, H,UTEP
Houston Baptist, W, H,UTEP
Tulsa, L, A,UTEP
SMU, W, H,UTEP
East Carolina, W, A,UTEP
UAB, L, A,UTEP
Tulane, W, H,UTEP
Rice, W, H,UTEP
Tulsa, L, H,UTEP
Houston, L, A,UTEP
UCF, W, H,UTEP
Southern Miss, L, A,UTEP
New Mexico St., L, A,UTEP
Houston, W, H,UTEP
Rice, W, A,UTEP
Memphis, L, H,UTEP
SMU, W, A,UTEP
Houston, W, N,UTEP
Southern Miss, L, N,UTEP
Sacramento St., L, H,Utah
Idaho St., W, H,Utah
Central Michigan, W, H,Utah
Wright St., W, H,Utah
SMU, L, A,Utah
Texas St., W, A,Utah
Boise St., W, H,Utah
BYU, L, A,Utah
SMU, W, H,Utah
Cal St. Northridge, L, H,Utah
Arizona St., L, A,Utah
Arizona, L, A,Utah
UCLA, L, H,Utah
USC, L, H,Utah
Washington St., L, A,Utah
Washington, W, A,Utah
California, L, H,Utah
Stanford, L, H,Utah
Colorado, W, H,Utah
Oregon St., L, A,Utah
Oregon, L, A,Utah
Arizona St., W, H,Utah
Arizona, L, H,Utah
Colorado, L, A,Utah
California, L, A,Utah
Stanford, L, A,Utah
Oregon St., W, H,Utah
Oregon, W, H,Utah
USC, W, N,Utah
California, W, N,Utah
Oregon, L, N,Utah
Boston University, W, H,Canisius
St. Bonaventure, W, H,Canisius
Buffalo, W, H,Canisius
Stony Brook, L, A,Canisius
UMBC, W, A,Canisius
Fairfield, W, A,Canisius
Marist, W, A,Canisius
Syracuse, L, A,Canisius
Longwood, W, H,Canisius
Temple, W, A,Canisius
UNLV, L, A,Canisius
Alcorn St., W, H,Canisius
Detroit, L, A,Canisius
Fairfield, L, H,Canisius
Marist, W, H,Canisius
Siena, L, A,Canisius
Iona, L, A,Canisius
Manhattan, W, H,Canisius
Siena, W, H,Canisius
Rider, W, A,Canisius
Niagara, L, H,Canisius
Loyola MD, W, H,Canisius
Iona, W, H,Canisius
Manhattan, L, A,Canisius
Niagara, W, A,Canisius
Loyola MD, L, A,Canisius
Saint Peter's, W, A,Canisius
Vermont, L, A,Canisius
Saint Peter's, W, H,Canisius
Rider, L, H,Canisius
Iona, L, N,Canisius
Elon, W, H,Canisius
Youngstown St., W, A,Canisius
Evansville, L, H,Canisius
UMKC, W, H,Seton Hall
Norfolk St., W, H,Seton Hall
Washington, L, N,Seton Hall
Rhode Island, W, N,Seton Hall
Maine, W, H,Seton Hall
Saint Peter's, W, H,Seton Hall
LSU, L, A,Seton Hall
NJIT, W, H,Seton Hall
Wake Forest, W, A,Seton Hall
North Carolina A&T, W, H,Seton Hall
Longwood, W, H,Seton Hall
LIU Brooklyn, W, A,Seton Hall
Stony Brook, W, H,Seton Hall
DePaul, W, A,Seton Hall
Notre Dame, L, A,Seton Hall
Louisville, L, H,Seton Hall
Providence, L, H,Seton Hall
Marquette, L, A,Seton Hall
South Florida, W, H,Seton Hall
St. John's, L, A,Seton Hall
Georgetown, L, A,Seton Hall
Cincinnati, L, H,Seton Hall
Pittsburgh, L, A,Seton Hall
Connecticut, L, H,Seton Hall
Rutgers, L, A,Seton Hall
Syracuse, L, H,Seton Hall
Marquette, L, H,Seton Hall
Louisville, L, A,Seton Hall
Villanova, W, H,Seton Hall
Providence, L, A,Seton Hall
Rutgers, L, H,Seton Hall
South Florida, W, N,Seton Hall
Syracuse, L, N,Seton Hall
Detroit, L, A,Drake
California, L, N,Drake
Rice, W, N,Drake
Xavier, L, N,Drake
Nevada, W, A,Drake
Saint Mary's, L, H,Drake
IPFW, W, H,Drake
Iowa St., L, N,Drake
North Carolina Central, W, H,Drake
Eastern Illinois, W, H,Drake
Bradley, L, A,Drake
Wichita St., L, H,Drake
Missouri St., L, H,Drake
Creighton, L, A,Drake
Illinois St., W, A,Drake
Evansville, W, H,Drake
Northern Iowa, L, A,Drake
Creighton, W, H,Drake
Missouri St., L, A,Drake
Southern Illinois, W, A,Drake
Indiana St., W, H,Drake
Illinois St., L, H,Drake
Evansville, L, A,Drake
Wichita St., L, A,Drake
Northern Iowa, L, H,Drake
Bradley, W, H,Drake
Green Bay, W, H,Drake
Indiana St., W, A,Drake
Southern Illinois, L, H,Drake
Bradley, W, N,Drake
Creighton, L, N,Drake
Bethune Cookman, W, H,St. Bonaventure
Cornell, W, A,St. Bonaventure
Canisius, L, A,St. Bonaventure
Niagara, W, N,St. Bonaventure
Ohio, L, A,St. Bonaventure
Buffalo, W, H,St. Bonaventure
Siena, W, H,St. Bonaventure
Arkansas St., L, A,St. Bonaventure
Cleveland St., W, H,St. Bonaventure
The Citadel, W, H,St. Bonaventure
North Carolina St., L, A,St. Bonaventure
Iona, L, H,St. Bonaventure
Colorado St., L, A,St. Bonaventure
George Washington, L, A,St. Bonaventure
VCU, L, H,St. Bonaventure
Xavier, L, H,St. Bonaventure
Temple, W, A,St. Bonaventure
Saint Joseph's, W, A,St. Bonaventure
Saint Louis, L, H,St. Bonaventure
Duquesne, W, H,St. Bonaventure
Butler, L, A,St. Bonaventure
Rhode Island, W, A,St. Bonaventure
La Salle, L, H,St. Bonaventure
Richmond, L, A,St. Bonaventure
Massachusetts, W, H,St. Bonaventure
Duquesne, W, A,St. Bonaventure
Charlotte, W, H,St. Bonaventure
Dayton, L, A,St. Bonaventure
Fordham, L, H,St. Bonaventure
South Alabama, L, H,Florida St.
Buffalo, W, H,Florida St.
BYU, W, N,Florida St.
Saint Joseph's, W, N,Florida St.
North Florida, W, H,Florida St.
Minnesota, L, H,Florida St.
Mercer, L, H,Florida St.
Florida, L, H,Florida St.
Maine, W, H,Florida St.
Louisiana Monroe, W, H,Florida St.
Charlotte, W, A,Florida St.
Tulsa, W, H,Florida St.
Auburn, L, A,Florida St.
Clemson, W, A,Florida St.
Maryland, W, A,Florida St.
North Carolina, L, H,Florida St.
Virginia, L, A,Florida St.
Clemson, W, H,Florida St.
Miami FL, L, A,Florida St.
Maryland, W, H,Florida St.
Duke, L, H,Florida St.
Georgia Tech, W, A,Florida St.
Wake Forest, L, A,Florida St.
Miami FL, L, H,Florida St.
Boston College, W, H,Florida St.
North Carolina St., L, A,Florida St.
Virginia Tech, L, A,Florida St.
Wake Forest, W, H,Florida St.
North Carolina, L, A,Florida St.
Virginia, W, H,Florida St.
North Carolina St., W, H,Florida St.
Clemson, W, N,Florida St.
North Carolina, L, N,Florida St.
Louisiana Tech, L, H,Florida St.
