opponent, outcome, home/away, tourn, team1
Canisius, L, H, 0,Fairfield
Siena, L, H, 0,Fairfield
Iona, W, H, 0,Fairfield
Manhattan, L, A, 0,Fairfield
Marist, W, A, 0,Fairfield
Siena, L, A, 0,Fairfield
Monmouth, L, H, 0,Fairfield
Canisius, L, A, 0,Fairfield
Niagara, L, A, 0,Fairfield
Manhattan, W, H, 0,Fairfield
Marist, W, H, 0,Fairfield
Saint Peter's, L, A, 0,Fairfield
Manhattan, L, N, 1,Fairfield
Chattanooga, L, H, 0,Charlotte
Oklahoma St., W, H, 0,Charlotte
James Madison, L, H, 0,Charlotte
Longwood, W, H, 0,Charlotte
Davidson, L, A, 0,Charlotte
Charleston, L, A, 0,Charlotte
Wake Forest, L, A, 0,Charlotte
East Carolina, W, H, 0,Charlotte
TCU, L, N, 0,Charlotte
Rhode Island, L, N, 0,Charlotte
Colorado, L, N, 0,Charlotte
Western Kentucky, L, H, 0,Charlotte
Marshall, L, H, 0,Charlotte
FIU, L, A, 0,Charlotte
Florida Atlantic, W, A, 0,Charlotte
Southern Miss, L, H, 0,Charlotte
Louisiana Tech, W, H, 0,Charlotte
Old Dominion, L, H, 0,Charlotte
UTSA, L, A, 0,Charlotte
UTEP, L, A, 0,Charlotte
Rice, L, H, 0,Charlotte
North Texas, L, H, 0,Charlotte
Middle Tennessee, L, A, 0,Charlotte
UAB, W, A, 0,Charlotte
Old Dominion, L, A, 0,Charlotte
Middle Tennessee, L, A, 0,Charlotte
UTEP, W, H, 0,Charlotte
Rice, L, H, 0,Charlotte
Rice, W, A, 0,Charlotte
New Mexico St., L, A, 0,UTEP
Arizona, L, A, 0,UTEP
New Mexico, L, A, 0,UTEP
New Mexico St., L, H, 0,UTEP
Northwestern St., W, H, 0,UTEP
Marquette, L, A, 0,UTEP
UC Riverside, W, H, 0,UTEP
Norfolk St., L, H, 0,UTEP
Wyoming, W, H, 0,UTEP
UTSA, L, A, 0,UTEP
UTSA, L, H, 0,UTEP
North Texas, L, H, 0,UTEP
Rice, W, H, 0,UTEP
UAB, L, A, 0,UTEP
Middle Tennessee, L, A, 0,UTEP
Old Dominion, L, H, 0,UTEP
Charlotte, W, H, 0,UTEP
Marshall, L, A, 0,UTEP
Western Kentucky, L, A, 0,UTEP
Florida Atlantic, L, H, 0,UTEP
FIU, W, H, 0,UTEP
Louisiana Tech, L, A, 0,UTEP
Southern Miss, L, A, 0,UTEP
Rice, L, H, 0,UTEP
Charlotte, L, A, 0,UTEP
Middle Tennessee, L, H, 0,UTEP
Middle Tennessee, L, A, 0,UTEP
Clemson, L, A, 0,North Carolina Central
Cincinnati, L, A, 0,North Carolina Central
Bowling Green, L, A, 0,North Carolina Central
George Mason, L, A, 0,North Carolina Central
Nicholls St., L, N, 0,North Carolina Central
Southern, W, N, 0,North Carolina Central
McNeese St., W, H, 0,North Carolina Central
Appalachian St., L, A, 0,North Carolina Central
McNeese St., L, A, 0,North Carolina Central
Coastal Carolina, L, A, 0,North Carolina Central
Saint Louis, L, A, 0,North Carolina Central
Bethune Cookman, W, H, 0,North Carolina Central
Maryland Eastern Shore, W, A, 0,North Carolina Central
Delaware St., W, A, 0,North Carolina Central
Coppin St., L, H, 0,North Carolina Central
Morgan St., W, H, 0,North Carolina Central
North Carolina A&T, L, H, 0,North Carolina Central
Savannah St., W, A, 0,North Carolina Central
Bethune Cookman, L, A, 0,North Carolina Central
Florida A&M, L, A, 0,North Carolina Central
Maryland Eastern Shore, W, H, 0,North Carolina Central
Delaware St., W, H, 0,North Carolina Central
Norfolk St., L, A, 0,North Carolina Central
Howard, W, A, 0,North Carolina Central
Savannah St., W, H, 0,North Carolina Central
South Carolina St., W, H, 0,North Carolina Central
North Carolina A&T, L, A, 0,North Carolina Central
Delaware St., W, N, 1,North Carolina Central
North Carolina A&T, W, N, 1,North Carolina Central
Norfolk St., W, A, 1,North Carolina Central
North Dakota St., L, N, 2,North Carolina Central
DePaul, L, A, 0,Bethune Cookman
Marquette, L, A, 0,Bethune Cookman
Miami FL, L, A, 0,Bethune Cookman
Nebraska Omaha, L, H, 0,Bethune Cookman
Stetson, W, H, 0,Bethune Cookman
Florida Atlantic, W, H, 0,Bethune Cookman
Saint Mary's, L, A, 0,Bethune Cookman
San Jose St., L, A, 0,Bethune Cookman
Cal Poly, L, A, 0,Bethune Cookman
Jacksonville, L, H, 0,Bethune Cookman
Quinnipiac, L, A, 0,Bethune Cookman
Boston University, W, A, 0,Bethune Cookman
North Carolina Central, L, A, 0,Bethune Cookman
Howard, W, A, 0,Bethune Cookman
Norfolk St., L, A, 0,Bethune Cookman
Delaware St., W, H, 0,Bethune Cookman
Maryland Eastern Shore, W, H, 0,Bethune Cookman
Morgan St., L, A, 0,Bethune Cookman
Coppin St., L, A, 0,Bethune Cookman
North Carolina Central, W, H, 0,Bethune Cookman
North Carolina A&T, W, H, 0,Bethune Cookman
Norfolk St., W, H, 0,Bethune Cookman
Howard, L, H, 0,Bethune Cookman
South Carolina St., W, A, 0,Bethune Cookman
Savannah St., L, A, 0,Bethune Cookman
Florida A&M, W, A, 0,Bethune Cookman
South Carolina St., W, H, 0,Bethune Cookman
Florida A&M, L, H, 0,Bethune Cookman
Howard, L, N, 1,Bethune Cookman
Massachusetts, W, A, 0,Howard
Southern Illinois, L, A, 0,Howard
Little Rock, L, A, 0,Howard
Cal Baptist, W, N, 0,Howard
Appalachian St., L, A, 0,Howard
American, W, H, 0,Howard
George Washington, L, A, 0,Howard
Fordham, L, A, 0,Howard
Ball St., L, A, 0,Howard
Hampton, L, H, 0,Howard
Georgetown, L, A, 0,Howard
Florida A&M, L, H, 0,Howard
Maryland Eastern Shore, W, A, 0,Howard
Bethune Cookman, L, H, 0,Howard
Morgan St., L, H, 0,Howard
South Carolina St., W, A, 0,Howard
Harvard, L, H, 0,Howard
Delaware St., W, H, 0,Howard
Maryland Eastern Shore, W, H, 0,Howard
Norfolk St., L, H, 0,Howard
Florida A&M, W, A, 0,Howard
Bethune Cookman, W, A, 0,Howard
North Carolina A&T, L, H, 0,Howard
North Carolina Central, L, H, 0,Howard
Coppin St., W, A, 0,Howard
Morgan St., W, A, 0,Howard
Savannah St., W, A, 0,Howard
Norfolk St., W, A, 0,Howard
Bethune Cookman, W, N, 1,Howard
Norfolk St., L, A, 1,Howard
Coastal Carolina, L, A, 1,Howard
Jacksonville, W, H, 0,Northern Arizona
South Dakota, L, A, 0,Northern Arizona
Nebraska Omaha, W, A, 0,Northern Arizona
Hawaii, L, A, 0,Northern Arizona
UC Davis, L, A, 0,Northern Arizona
Santa Clara, L, A, 0,Northern Arizona
Utah Valley, L, H, 0,Northern Arizona
San Jose St., L, A, 0,Northern Arizona
San Francisco, L, A, 0,Northern Arizona
Utah, L, A, 0,Northern Arizona
Montana, L, H, 0,Northern Arizona
Montana St., W, H, 0,Northern Arizona
Weber St., L, A, 0,Northern Arizona
Idaho St., W, A, 0,Northern Arizona
Southern Utah, L, A, 0,Northern Arizona
Sacramento St., L, H, 0,Northern Arizona
Portland St., W, H, 0,Northern Arizona
Northern Colorado, L, H, 0,Northern Arizona
Southern Utah, W, H, 0,Northern Arizona
Idaho, W, A, 0,Northern Arizona
Eastern Washington, L, A, 0,Northern Arizona
Idaho St., L, H, 0,Northern Arizona
Weber St., L, H, 0,Northern Arizona
Portland St., L, A, 0,Northern Arizona
Sacramento St., W, A, 0,Northern Arizona
Idaho, W, H, 0,Northern Arizona
Eastern Washington, L, H, 0,Northern Arizona
Montana St., L, A, 0,Northern Arizona
Montana, L, A, 0,Northern Arizona
Northern Colorado, W, A, 0,Northern Arizona
Sacramento St., L, N, 1,Northern Arizona
Manhattan, W, A, 0,Elon
North Carolina, L, H, 0,Elon
Abilene Christian, L, N, 0,Elon
UC Riverside, L, N, 0,Elon
Pacific, L, A, 0,Elon
Boston University, L, H, 0,Elon
Furman, L, H, 0,Elon
UNC Greensboro, L, H, 0,Elon
Canisius, L, H, 0,Elon
Kennesaw St., W, A, 0,Elon
UMKC, L, A, 0,Elon
Towson, L, H, 0,Elon
James Madison, W, H, 0,Elon
Drexel, L, A, 0,Elon
Delaware, L, A, 0,Elon
Northeastern, L, H, 0,Elon
Hofstra, L, H, 0,Elon
William & Mary, W, A, 0,Elon
Charleston, L, A, 0,Elon
UNC Wilmington, W, A, 0,Elon
Delaware, W, H, 0,Elon
Drexel, L, H, 0,Elon
Hofstra, L, A, 0,Elon
Northeastern, L, A, 0,Elon
William & Mary, L, H, 0,Elon
UNC Wilmington, W, H, 0,Elon
Charleston, L, H, 0,Elon
James Madison, W, A, 0,Elon
Towson, W, A, 0,Elon
UNC Wilmington, L, N, 1,Elon
Texas, L, A, 0,Eastern Illinois
IUPUI, L, A, 0,Eastern Illinois
Western Illinois, W, H, 0,Eastern Illinois
Gardner Webb, W, N, 0,Eastern Illinois
Arkansas St., W, N, 0,Eastern Illinois
UNC Wilmington, L, N, 0,Eastern Illinois
Purdue Fort Wayne, L, H, 0,Eastern Illinois
Chicago St., L, A, 0,Eastern Illinois
Western Illinois, W, A, 0,Eastern Illinois
Bradley, W, A, 0,Eastern Illinois
Iowa St., L, A, 0,Eastern Illinois
North Alabama, W, H, 0,Eastern Illinois
Tennessee Martin, W, H, 0,Eastern Illinois
SIU Edwardsville, W, H, 0,Eastern Illinois
Jacksonville St., L, A, 0,Eastern Illinois
Tennessee Tech, W, A, 0,Eastern Illinois
Murray St., L, H, 0,Eastern Illinois
Austin Peay, W, H, 0,Eastern Illinois
Tennessee Martin, W, A, 0,Eastern Illinois
Southeast Missouri St., L, A, 0,Eastern Illinois
Eastern Kentucky, W, H, 0,Eastern Illinois
Morehead St., L, H, 0,Eastern Illinois
Murray St., L, A, 0,Eastern Illinois
Austin Peay, L, A, 0,Eastern Illinois
SIU Edwardsville, W, A, 0,Eastern Illinois
Southeast Missouri St., L, H, 0,Eastern Illinois
Belmont, L, A, 0,Eastern Illinois
Tennessee St., L, A, 0,Eastern Illinois
Jacksonville St., L, H, 0,Eastern Illinois
Tennessee Tech, L, H, 0,Eastern Illinois
Tennessee Martin, L, N, 1,Eastern Illinois
Saint Louis, L, A, 0,Southeast Missouri St.
Bradley, L, A, 0,Southeast Missouri St.
Jacksonville, W, N, 0,Southeast Missouri St.
Chattanooga, W, N, 0,Southeast Missouri St.
South Alabama, L, A, 0,Southeast Missouri St.
Western Illinois, L, H, 0,Southeast Missouri St.
Mississippi Valley St., W, A, 0,Southeast Missouri St.
Southern Illinois, L, H, 0,Southeast Missouri St.
The Citadel, L, A, 0,Southeast Missouri St.
Florida St., L, A, 0,Southeast Missouri St.
Abilene Christian, L, H, 0,Southeast Missouri St.
SIU Edwardsville, L, A, 0,Southeast Missouri St.
Tennessee Martin, W, H, 0,Southeast Missouri St.
Austin Peay, L, H, 0,Southeast Missouri St.
Murray St., L, H, 0,Southeast Missouri St.
Morehead St., L, A, 0,Southeast Missouri St.
Eastern Kentucky, L, A, 0,Southeast Missouri St.
SIU Edwardsville, L, H, 0,Southeast Missouri St.
Eastern Illinois, W, H, 0,Southeast Missouri St.
Belmont, L, A, 0,Southeast Missouri St.
Tennessee St., L, A, 0,Southeast Missouri St.
Tennessee Tech, W, H, 0,Southeast Missouri St.
Jacksonville St., L, H, 0,Southeast Missouri St.
Tennessee Martin, L, A, 0,Southeast Missouri St.
Eastern Illinois, W, A, 0,Southeast Missouri St.
Austin Peay, L, A, 0,Southeast Missouri St.
Murray St., L, A, 0,Southeast Missouri St.
Tennessee St., W, H, 0,Southeast Missouri St.
Belmont, L, H, 0,Southeast Missouri St.
Louisville, L, A, 0,Nicholls St.
Washington St., L, A, 0,Nicholls St.
Idaho, W, A, 0,Nicholls St.
Baylor, L, A, 0,Nicholls St.
Mississippi, L, A, 0,Nicholls St.
North Carolina Central, W, N, 0,Nicholls St.
Western Michigan, W, N, 0,Nicholls St.
Boston University, L, A, 0,Nicholls St.
Louisiana Monroe, L, A, 0,Nicholls St.
Northwestern St., W, A, 0,Nicholls St.
Incarnate Word, L, A, 0,Nicholls St.
Stephen F. Austin, W, H, 0,Nicholls St.
Houston Baptist, W, H, 0,Nicholls St.
McNeese St., L, A, 0,Nicholls St.
Central Arkansas, L, A, 0,Nicholls St.
Texas A&M Corpus Chris, L, A, 0,Nicholls St.
Lamar, L, H, 0,Nicholls St.
Southeastern Louisiana, L, A, 0,Nicholls St.
New Orleans, W, A, 0,Nicholls St.
Abilene Christian, L, H, 0,Nicholls St.
Houston Baptist, L, A, 0,Nicholls St.
Sam Houston St., L, A, 0,Nicholls St.
Central Arkansas, W, H, 0,Nicholls St.
McNeese St., L, H, 0,Nicholls St.
New Orleans, L, H, 0,Nicholls St.
Northwestern St., W, H, 0,Nicholls St.
Southeastern Louisiana, W, H, 0,Nicholls St.
Miami FL, L, A, 0,Stephen F. Austin
Marist, W, H, 0,Stephen F. Austin
San Francisco, L, N, 0,Stephen F. Austin
Milwaukee, W, N, 0,Stephen F. Austin
Louisiana Tech, L, H, 0,Stephen F. Austin
Louisiana Monroe, L, A, 0,Stephen F. Austin
Baylor, W, A, 0,Stephen F. Austin
Alabama, L, H, 0,Stephen F. Austin
Southeastern Louisiana, W, H, 0,Stephen F. Austin
Nicholls St., L, A, 0,Stephen F. Austin
Northwestern St., L, H, 0,Stephen F. Austin
New Orleans, L, A, 0,Stephen F. Austin
Incarnate Word, W, A, 0,Stephen F. Austin
Abilene Christian, W, H, 0,Stephen F. Austin
Central Arkansas, W, H, 0,Stephen F. Austin
Sam Houston St., L, A, 0,Stephen F. Austin
Houston Baptist, W, A, 0,Stephen F. Austin
Lamar, L, H, 0,Stephen F. Austin
McNeese St., W, H, 0,Stephen F. Austin
Northwestern St., L, A, 0,Stephen F. Austin
Texas A&M Corpus Chris, L, H, 0,Stephen F. Austin
Incarnate Word, W, H, 0,Stephen F. Austin
Central Arkansas, L, A, 0,Stephen F. Austin
Lamar, L, A, 0,Stephen F. Austin
Abilene Christian, L, A, 0,Stephen F. Austin
Sam Houston St., L, H, 0,Stephen F. Austin
Maine, W, H, 0,Denver
Kansas St., L, A, 0,Denver
Abilene Christian, L, H, 0,Denver
Seattle, L, A, 0,Denver
Longwood, W, N, 0,Denver
Fairfield, L, N, 0,Denver
Northern Colorado, L, H, 0,Denver
Utah Valley, L, A, 0,Denver
Air Force, L, A, 0,Denver
Wyoming, W, A, 0,Denver
UC Irvine, L, A, 0,Denver
Montana St., W, H, 0,Denver
Gonzaga, L, A, 0,Denver
Nebraska Omaha, L, A, 0,Denver
Western Illinois, L, A, 0,Denver
South Dakota, L, H, 0,Denver
North Dakota, L, H, 0,Denver
South Dakota St., L, A, 0,Denver
North Dakota St., W, H, 0,Denver
Oral Roberts, W, H, 0,Denver
Purdue Fort Wayne, L, A, 0,Denver
South Dakota St., L, H, 0,Denver
Oral Roberts, L, A, 0,Denver
North Dakota St., L, A, 0,Denver
Purdue Fort Wayne, L, H, 0,Denver
South Dakota, L, A, 0,Denver
North Dakota, L, A, 0,Denver
Western Illinois, W, H, 0,Denver
Nebraska Omaha, L, H, 0,Denver
Seton Hall, L, A, 0,Wagner
UMass Lowell, L, A, 0,Wagner
Fairfield, W, A, 0,Wagner
NJIT, L, H, 0,Wagner
Rider, L, H, 0,Wagner
American, W, A, 0,Wagner
St. John's, L, A, 0,Wagner
Hartford, W, H, 0,Wagner
Saint Joseph's, L, A, 0,Wagner
Central Connecticut, W, A, 0,Wagner
St. Francis NY, L, H, 0,Wagner
Sacred Heart, W, H, 0,Wagner
Fairleigh Dickinson, W, H, 0,Wagner
Mount St. Mary's, L, H, 0,Wagner
Sacred Heart, L, A, 0,Wagner
St. Francis PA, W, A, 0,Wagner
Robert Morris, L, A, 0,Wagner
Bryant, L, H, 0,Wagner
LIU Brooklyn, W, H, 0,Wagner
St. Francis NY, L, A, 0,Wagner
LIU Brooklyn, W, A, 0,Wagner
Central Connecticut, W, H, 0,Wagner
Mount St. Mary's, W, A, 0,Wagner
Bryant, L, A, 0,Wagner
Fairleigh Dickinson, L, A, 0,Wagner
St. Francis PA, L, H, 0,Wagner
Robert Morris, L, H, 0,Wagner
Fairleigh Dickinson, L, A, 1,Wagner
St. Bonaventure, W, H, 0,Niagara
Loyola Chicago, L, A, 0,Niagara
Wyoming, W, A, 0,Niagara
Grambling St., L, H, 0,Niagara
St. Francis NY, L, H, 0,Niagara
St. Francis PA, L, A, 0,Niagara
Pittsburgh, W, A, 0,Niagara
New Hampshire, W, H, 0,Niagara
Cornell, W, H, 0,Niagara
Cleveland St., L, A, 0,Niagara
Army, W, A, 0,Niagara
Norfolk St., W, H, 0,Niagara
Albany, L, H, 0,Niagara
Manhattan, L, A, 0,Niagara
Fairfield, L, A, 0,Niagara
Iona, W, H, 0,Niagara
Rider, L, H, 0,Niagara
Siena, L, A, 0,Niagara
Quinnipiac, W, A, 0,Niagara
Saint Peter's, L, H, 0,Niagara
Monmouth, W, H, 0,Niagara
Canisius, W, H, 0,Niagara
Quinnipiac, L, H, 0,Niagara
Marist, L, A, 0,Niagara
Iona, L, A, 0,Niagara
Manhattan, L, H, 0,Niagara
Fairfield, W, H, 0,Niagara
Rider, L, A, 0,Niagara
Saint Peter's, L, A, 0,Niagara
Canisius, W, A, 0,Niagara
Siena, L, H, 0,Niagara
Monmouth, L, N, 1,Niagara
Lafayette, W, H, 0,Saint Peter's
Delaware, L, H, 0,Saint Peter's
Bryant, L, A, 0,Saint Peter's
North Carolina St., L, A, 0,Saint Peter's
North Texas, L, A, 0,Saint Peter's
Auburn, L, A, 0,Saint Peter's
Maine, W, H, 0,Saint Peter's
Clemson, L, A, 0,Saint Peter's
LIU Brooklyn, L, H, 0,Saint Peter's
St. Francis NY, L, A, 0,Saint Peter's
Fairleigh Dickinson, L, A, 0,Saint Peter's
Hampton, W, H, 0,Saint Peter's
Siena, W, H, 0,Saint Peter's
Monmouth, L, A, 0,Saint Peter's
Fairfield, L, A, 0,Saint Peter's
Marist, W, H, 0,Saint Peter's
Manhattan, L, H, 0,Saint Peter's
Niagara, W, A, 0,Saint Peter's
Quinnipiac, L, A, 0,Saint Peter's
Rider, L, A, 0,Saint Peter's
Manhattan, L, A, 0,Saint Peter's
Monmouth, L, H, 0,Saint Peter's
Canisius, L, H, 0,Saint Peter's
Iona, L, A, 0,Saint Peter's
Rider, L, H, 0,Saint Peter's
Siena, L, A, 0,Saint Peter's
Marist, W, A, 0,Saint Peter's
Niagara, W, H, 0,Saint Peter's
Quinnipiac, L, H, 0,Saint Peter's
Fairfield, W, H, 0,Saint Peter's
Marist, W, N, 1,Saint Peter's
Iona, L, N, 1,Saint Peter's
San Diego St., L, A, 0,Arkansas Pine Bluff
Colorado St., L, A, 0,Arkansas Pine Bluff
Southern Illinois, L, A, 0,Arkansas Pine Bluff
Massachusetts, L, A, 0,Arkansas Pine Bluff
Cal Baptist, W, N, 0,Arkansas Pine Bluff
Little Rock, W, A, 0,Arkansas Pine Bluff
Cincinnati, L, A, 0,Arkansas Pine Bluff
Texas Tech, L, A, 0,Arkansas Pine Bluff
UC Santa Barbara, L, A, 0,Arkansas Pine Bluff
North Texas, L, A, 0,Arkansas Pine Bluff
Missouri St., L, A, 0,Arkansas Pine Bluff
Troy, L, A, 0,Arkansas Pine Bluff
Mississippi Valley St., W, H, 0,Arkansas Pine Bluff
Alabama St., W, H, 0,Arkansas Pine Bluff
Alabama A&M, W, H, 0,Arkansas Pine Bluff
Southern, L, A, 0,Arkansas Pine Bluff
Alcorn St., L, A, 0,Arkansas Pine Bluff
Texas Southern, W, H, 0,Arkansas Pine Bluff
Prairie View A&M, L, H, 0,Arkansas Pine Bluff
Grambling St., L, A, 0,Arkansas Pine Bluff
Jackson St., L, A, 0,Arkansas Pine Bluff
Alabama St., W, A, 0,Arkansas Pine Bluff
Alabama A&M, W, A, 0,Arkansas Pine Bluff
Southern, W, H, 0,Arkansas Pine Bluff
Alcorn St., W, H, 0,Arkansas Pine Bluff
Texas Southern, L, A, 0,Arkansas Pine Bluff
Prairie View A&M, L, A, 0,Arkansas Pine Bluff
Grambling St., W, H, 0,Arkansas Pine Bluff
Jackson St., L, H, 0,Arkansas Pine Bluff
Mississippi Valley St., W, A, 0,Arkansas Pine Bluff
Grambling St., L, A, 1,Arkansas Pine Bluff
UC Santa Barbara, L, H, 0,Wyoming
Oregon St., L, A, 0,Wyoming
Grambling St., W, H, 0,Wyoming
Niagara, L, H, 0,Wyoming
Boston College, L, N, 0,Wyoming
Richmond, W, N, 0,Wyoming
Evansville, L, A, 0,Wyoming
Northern Colorado, L, H, 0,Wyoming
South Carolina, W, H, 0,Wyoming
Denver, L, H, 0,Wyoming
East Tennessee St., L, N, 0,Wyoming
UTEP, L, A, 0,Wyoming
Boise St., L, H, 0,Wyoming
UNLV, L, A, 0,Wyoming
San Diego St., L, A, 0,Wyoming
Utah St., L, H, 0,Wyoming
New Mexico, L, A, 0,Wyoming
San Jose St., W, H, 0,Wyoming
Boise St., L, A, 0,Wyoming
Fresno St., L, H, 0,Wyoming
Air Force, L, A, 0,Wyoming
Colorado St., W, H, 0,Wyoming
Utah St., L, A, 0,Wyoming
Nevada, L, H, 0,Wyoming
UNLV, L, H, 0,Wyoming
Colorado St., L, A, 0,Wyoming
Fresno St., L, A, 0,Wyoming
Air Force, L, H, 0,Wyoming
San Jose St., W, A, 0,Wyoming
New Mexico, W, H, 0,Wyoming
New Mexico, L, N, 1,Wyoming
Jacksonville, W, A, 0,Florida A&M
Campbell, L, N, 0,Florida A&M
Central Connecticut, L, N, 0,Florida A&M
South Florida, L, A, 0,Florida A&M
Loyola Marymount, L, A, 0,Florida A&M
North Florida, L, A, 0,Florida A&M
South Alabama, L, A, 0,Florida A&M
DePaul, L, A, 0,Florida A&M
Georgia Tech, L, A, 0,Florida A&M
Utah, L, A, 0,Florida A&M
Oregon, L, A, 0,Florida A&M
Portland, L, A, 0,Florida A&M
Memphis, L, A, 0,Florida A&M
Howard, W, A, 0,Florida A&M
Norfolk St., L, A, 0,Florida A&M
Savannah St., W, H, 0,Florida A&M
Maryland Eastern Shore, L, H, 0,Florida A&M
Delaware St., W, H, 0,Florida A&M
Coppin St., W, A, 0,Florida A&M
Morgan St., W, A, 0,Florida A&M
North Carolina A&T, W, H, 0,Florida A&M
North Carolina Central, W, H, 0,Florida A&M
Howard, L, H, 0,Florida A&M
Norfolk St., L, H, 0,Florida A&M
Savannah St., W, A, 0,Florida A&M
South Carolina St., L, A, 0,Florida A&M
Bethune Cookman, L, H, 0,Florida A&M
North Carolina A&T, L, A, 0,Florida A&M
Bethune Cookman, W, A, 0,Florida A&M
Hartford, W, A, 0,Central Connecticut
Georgetown, L, A, 0,Central Connecticut
UMass Lowell, W, H, 0,Central Connecticut
Austin Peay, L, N, 0,Central Connecticut
Florida A&M, W, N, 0,Central Connecticut
Loyola Marymount, L, A, 0,Central Connecticut
North Carolina A&T, L, A, 0,Central Connecticut
Virginia Tech, L, A, 0,Central Connecticut
Providence, L, A, 0,Central Connecticut
Maine, W, A, 0,Central Connecticut
Oregon St., L, A, 0,Central Connecticut
Wagner, L, H, 0,Central Connecticut
Sacred Heart, L, A, 0,Central Connecticut
Fairleigh Dickinson, W, A, 0,Central Connecticut
Mount St. Mary's, W, A, 0,Central Connecticut
St. Francis PA, L, H, 0,Central Connecticut
Robert Morris, L, H, 0,Central Connecticut
Bryant, L, A, 0,Central Connecticut
LIU Brooklyn, L, H, 0,Central Connecticut
St. Francis NY, W, H, 0,Central Connecticut
Bryant, W, H, 0,Central Connecticut
St. Francis PA, L, A, 0,Central Connecticut
Robert Morris, W, A, 0,Central Connecticut
Wagner, L, A, 0,Central Connecticut
St. Francis NY, L, A, 0,Central Connecticut
Mount St. Mary's, L, H, 0,Central Connecticut
Sacred Heart, L, H, 0,Central Connecticut
LIU Brooklyn, L, A, 0,Central Connecticut
Fairleigh Dickinson, L, H, 0,Central Connecticut
Louisiana Monroe, L, H, 0,Jackson St.
St. Bonaventure, L, A, 0,Jackson St.
Boise St., L, A, 0,Jackson St.
Sam Houston St., L, N, 0,Jackson St.
Chicago St., W, N, 0,Jackson St.
San Diego, L, A, 0,Jackson St.
San Diego St., L, A, 0,Jackson St.
Santa Clara, L, A, 0,Jackson St.
Pepperdine, L, A, 0,Jackson St.
Murray St., L, A, 0,Jackson St.
Central Michigan, L, A, 0,Jackson St.
Alabama A&M, W, A, 0,Jackson St.
Alabama St., L, A, 0,Jackson St.
Alcorn St., W, H, 0,Jackson St.
Southern, W, H, 0,Jackson St.
Prairie View A&M, L, A, 0,Jackson St.
Texas Southern, L, A, 0,Jackson St.
Grambling St., W, A, 0,Jackson St.
Mississippi Valley St., W, H, 0,Jackson St.
Arkansas Pine Bluff, W, H, 0,Jackson St.
Alcorn St., L, A, 0,Jackson St.
Southern, L, A, 0,Jackson St.
Prairie View A&M, L, H, 0,Jackson St.
Texas Southern, L, H, 0,Jackson St.
Grambling St., W, H, 0,Jackson St.
Mississippi Valley St., L, A, 0,Jackson St.
Arkansas Pine Bluff, W, A, 0,Jackson St.
Alabama A&M, W, H, 0,Jackson St.
Alabama St., W, H, 0,Jackson St.
Alabama St., L, H, 1,Jackson St.
Oregon St., L, A, 0,UC Riverside
Portland St., L, A, 0,UC Riverside
UNLV, L, A, 0,UC Riverside
Pacific, L, A, 0,UC Riverside
Elon, W, N, 0,UC Riverside
Abilene Christian, L, N, 0,UC Riverside
Cal Baptist, L, H, 0,UC Riverside
Valparaiso, L, A, 0,UC Riverside
Pepperdine, W, H, 0,UC Riverside
UTEP, L, A, 0,UC Riverside
Loyola Marymount, W, H, 0,UC Riverside
Air Force, L, A, 0,UC Riverside
Western Michigan, L, A, 0,UC Riverside
Cal St. Northridge, L, H, 0,UC Riverside
UC Santa Barbara, L, A, 0,UC Riverside
Cal St. Fullerton, L, A, 0,UC Riverside
Hawaii, W, H, 0,UC Riverside
Cal Poly, W, A, 0,UC Riverside
UC Irvine, L, A, 0,UC Riverside
Cal Poly, L, H, 0,UC Riverside
UC Davis, L, H, 0,UC Riverside
Cal St. Fullerton, L, H, 0,UC Riverside
UC Santa Barbara, W, H, 0,UC Riverside
Hawaii, L, A, 0,UC Riverside
Long Beach St., L, H, 0,UC Riverside
Cal St. Northridge, L, A, 0,UC Riverside
UC Irvine, L, H, 0,UC Riverside
Long Beach St., L, A, 0,UC Riverside
UC Davis, W, A, 0,UC Riverside
UC Irvine, L, N, 1,UC Riverside
North Carolina St., L, A, 0,Mount St. Mary's
Hofstra, L, A, 0,Mount St. Mary's
Marshall, L, A, 0,Mount St. Mary's
Maryland, L, A, 0,Mount St. Mary's
North Carolina A&T, L, H, 0,Mount St. Mary's
Morgan St., L, A, 0,Mount St. Mary's
Loyola MD, L, A, 0,Mount St. Mary's
St. John's, L, A, 0,Mount St. Mary's
Lehigh, L, H, 0,Mount St. Mary's
American, W, A, 0,Mount St. Mary's
Minnesota, L, A, 0,Mount St. Mary's
St. Francis PA, L, A, 0,Mount St. Mary's
Robert Morris, L, A, 0,Mount St. Mary's
Bryant, L, H, 0,Mount St. Mary's
Central Connecticut, L, H, 0,Mount St. Mary's
Wagner, W, A, 0,Mount St. Mary's
Fairleigh Dickinson, L, A, 0,Mount St. Mary's
LIU Brooklyn, W, H, 0,Mount St. Mary's
St. Francis NY, L, H, 0,Mount St. Mary's
Sacred Heart, L, H, 0,Mount St. Mary's
St. Francis PA, L, H, 0,Mount St. Mary's
LIU Brooklyn, L, A, 0,Mount St. Mary's
Sacred Heart, W, A, 0,Mount St. Mary's
Robert Morris, W, H, 0,Mount St. Mary's
Wagner, L, H, 0,Mount St. Mary's
Central Connecticut, W, A, 0,Mount St. Mary's
Bryant, L, A, 0,Mount St. Mary's
